Line,HTLC,BA,BD,BLC,CWAC,CWAL,DBH,HT,rootnum,rootnumbin,gall,rustbin,c5c6,density,lateWood.4,lignin,stiffnessTree
1092044,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.08726,0.04966,0.06878,0.02966,-0.6068,-0.7683,-0.476,0.3662,-0.1509
1085414,24.88,2.701,-0.1257,0.7829,-39.51,-15.77,0.7647,57.09,0.01978,0.04984,0.5483,0.2112,-0.4187,1.101,0.7884,0.2631,-0.2985
1088044,-9.861,5.415,0.01882,-0.487,15.85,4.84,0.5611,9.69,0.3067,0.1127,-0.3819,-0.2195,2.427,-0.06668,-0.229,-0.5489,0.8078
1082048,6.633,-2.008,0.09287,-0.006816,8.04,2.812,0.8475,29.8,0.3331,0.06755,-0.3951,-0.2113,-0.1029,-0.2391,0.133,0.3107,-0.1118
1082234,-8.274,-1.17,-0.04581,0.04831,14.62,-3.143,-0.003066,17.25,0.3088,0.06897,-0.1214,-0.05375,1.107,0.2726,0.7318,-0.1493,1.439
1089722,-0.8562,-2.031,0.1086,0.1221,20.52,14.76,1.018,60.59,-0.2003,-0.00123,0.2157,0.01046,-1.875,-0.07779,-0.2485,0.4736,0.05158
1087228,27.34,1.814,-0.08802,0.4445,10.46,1.52,1.005,113,0.3921,0.1376,0.021864132,0.000104009,0.1402,0.2077,0.3632,0.1662,0.708
1093296,-19.13,1.976,-0.03864,-0.2071,4.215,-13.97,-1.539,-49.26,0.2784,0.09773,-0.1394,-0.003899,0.231,0.03988,0.3224,0.1081,0.6292
1090446,-3.887,-4.284,0.04688,-0.09422,30.25,6.849,0.7697,9.37,-0.1776,-0.0628,-0.1319,-0.07989,-1.015,-0.1759,-0.5561,0.1575,-0.4264
293480,-2.197,2.04,0.04936,-0.0727,10.08,-4.019,0.2687,30.93,-0.05014,-0.03004,-0.1254,-0.09419,-0.1555,-0.5069,0.3777,-0.05644,0.3684
1080212,4.925,1.966,-0.002806,-0.1796,17.97,15.21,0.6882,-30.62,0.4304,0.1269,0.3079,0.07266,-0.2147,-0.04969,-0.1868,0.1951,-0.03356
291400,-14.18,-2.586,0.06984,-0.2164,41.55,24.24,1.295,62.63,-0.04622,0.04645,0.3066,0.161,-0.543,-0.3744,-0.7062,0.5056,-0.1113
1086466,7.925,-1.192,0.0006472,0.1581,40.01,6.876,1.501,66.16,-0.2128,-0.02923,0.1187,0.08498,-0.661,0.8839,0.3803,-0.01434,-0.6507
1082058,12.45,-4.672,0.02236,-0.2502,0.9552,14.35,0.168,11,0.01406,-0.02744,0.1361,0.02453,0.2703,-0.309,-0.2724,0.1801,-0.04296
1085244,-14.14,-3.151,0.1637,-0.0242,19.69,15.72,0.7719,34.11,-0.09234,0.02674,-0.5123,-0.2794,0.4075,-0.5217,-0.6443,-0.02059,-0.1945
1087616,-3.194,-2.818,-0.07157,0.2994,1.705,6.504,0.8108,69.98,0.1049,0.08221,0.021864132,0.000104009,-0.3661,-0.7763,-0.1931,0.344,0.06585
1087522,0.6917,0.7372,-0.1385,-0.1469,-33.22,-6.576,-0.06416,-13.84,-0.3866,-0.1891,0.06353,-0.02632,0.8026,0.8507,0.5613,-0.1004,-0.5765
1094136,-23.78,-2.095,-0.05639,-0.2454,7.926,11.3,0.1893,39.1,-0.01619,-0.02433,0.021864132,0.000104009,-0.2063,-0.6752,-0.236,0.1051,0.2424
1080174,26.07,-0.2723,-0.1313,0.4601,-28.5,-15.95,-0.4878,-7.678,0.4198,0.1192,-0.2487,-0.08941,-0.314,0.4338,0.1843,0.289,0.4832
1086186,35.43,-8.239,-0.06225,1.01,19.45,10.03,0.9253,49.74,0.2686,0.09066,0.9964,0.1928,-0.3442,0.05901,0.2134,-0.1738,-0.5167
1085058,14.96,-5.939,0.09153,0.5016,31.34,24.51,1.455,77.27,0.07023,0.06577,-0.1195,0.07765,-1.886,0.2894,-0.1108,0.4608,0.04348
1093686,-1.476,-1.578,-0.0789,0.1164,21.61,19.52,1.266,97.87,0.2553,0.1262,0.009182,0.118,0.9597,-0.2986,-0.2228,-0.2887,0.3675
1082040,-11.42,-2.278,0.04539,-0.1553,16.74,8.907,0.04026,21.12,0.08051,0.01658,-0.1135,-0.02215,0.3291,-0.4039,-0.1817,0.4076,-0.1278
1085610,-0.1554,4.026,-0.005119,-0.2189,-2.197,-6.739,0.7178,61.68,0.04512,-0.04455,0.021864132,0.000104009,1.083,0.9337,1.065,-0.335,0.06374
1081440,12.16,1.995,-0.03415,0.3282,14.79,16.18,0.5353,57.79,0.208,0.1314,0.02266,-0.04361,0.006397,-0.5932,-0.1692,0.381,-0.4205
1088030,-4.321,2.02,0.1323,0.07141,-1.712,-12.17,-0.7259,-32.74,0.1893,0.1105,-0.4206,-0.2295,2.332,-0.2073,0.3423,-0.3896,0.9642
1091778,6.184,-2.36,0.01882,0.09507,-10.89,-4.743,0.9573,82.48,0.3056,0.07335,-0.496,-0.2136,0.5573,0.1034,0.6769,-0.1091,0.5502
1081868,12.65,-0.9886,-0.03722,0.2217,-3.551,-6.719,0.6083,21.59,-0.2047,-0.06457,-0.2081,-0.05924,-1.007,0.9755,0.2672,0.1522,0.3635
1087526,20.84,1.985,-0.1205,0.2014,-32.58,-11.35,-0.07487,-0.3296,-0.09033,-0.115,0.4224,0.1715,0.5013,0.8619,0.657,0.08286,-0.03003
1092032,9.967,-6.929,-0.07213,0.3981,11.07,3.237,1.295,33.54,0.3522,0.133,-0.1247,-0.06429,-0.7272,-0.9394,-0.4494,0.4547,0.4423
1088622,-14.01,2.448,0.09718,0.2257,28.14,3.328,0.6661,50.25,0.2301,0.06748,0.02431,-0.003383,-0.6304,0.7352,0.8282,0.1807,0.9938
1087062,-5.28,-1.569,0.05252,0.1249,38.69,14.08,0.3736,-2.212,-0.001026,-0.002586,0.021864132,0.000104009,0.2699,-0.01166,0.2337,-0.1734,-0.08591
1094030,-2.576,-4.586,-0.08231,0.23,9.634,5.056,-0.4568,-17.36,0.00734,-0.004561,-0.4144,-0.1543,-0.379,-0.4333,0.09913,0.2945,-0.09256
1087828,-6.994,0.1087,-0.09909,0.01899,-16.01,-4.421,0.0543,65.35,0.2476,0.07575,-0.161,-0.09608,0.07849,1.5,1.565,-0.02678,1.19
1090418,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.177,-0.05952,0.021864132,0.000104009,-0.9498,-0.1616,-0.3907,0.1874,-0.5652
1088848,-2.879,-2.798,-0.08431,0.0836,24.41,13.08,1.967,105.6,0.3389,0.1252,-0.1585,-0.05218,-0.4941,1.681,1.201,0.01355,0.3454
1092026,21.64,-13.19,-0.06549,0.4307,-10.16,-1.187,-0.2031,-5.875,0.2364,0.1042,-0.2078,-0.06445,-0.9055,-0.625,-0.5581,0.3579,-0.4403
1081588,-0.8273,2.063,-0.05164,0.164,-6.356,11.25,1.072,75.01,0.1912,0.06388,-0.08495,-0.05157,0.4595,-0.6105,-0.2905,0.2211,-0.3253
294266,29.3,-7.31,-0.092,0.4502,-26.83,-7.764,-1.074,-51.79,0.08686,0.01731,-0.2423,-0.1345,-0.1681,-0.4983,-0.464,0.4369,-0.0769
1085744,7.842,4.788,-0.0003577,0.4725,-15.6,-6.967,0.5902,75.48,0.1135,0.06432,-0.03232,-0.01871,0.4446,0.9385,0.5764,-0.2253,0.06858
1092512,1.223,-3.035,-0.04156,0.1087,18.2,2.922,0.2844,61.97,-0.1354,-0.04849,-0.144,-0.02423,-1.839,-0.1232,-0.0006264,0.5563,0.7662
1083074,29.39,-1.573,0.02329,0.1369,-5.382,5.774,1.805,88.44,0.1092,-0.04507,0.1059,-0.04397,0.22,-0.316,-0.03253,0.3762,-1.011
1081896,-9.137,-0.1822,-0.01601,-0.04239,15.29,3.967,0.03458,-7.956,-0.2275,-0.06757,0.05693,0.07371,-1.003,0.9523,0.4636,0.3146,0.1836
1091598,24.18,-5.982,0.08544,0.2988,51.3,39.09,2.355,53.65,0.3912,0.1484,1.302,0.1433,-0.5772,0.06742,-0.2006,-0.07537,-0.566
1093212,-11.68,6.37,0.04057,0.3482,-5.248,-6.252,-0.5219,18.45,0.05886,0.009587,0.021864132,0.000104009,-0.6592,0.1179,0.4029,0.3959,0.005583
1086622,15.38,-1.354,0.0884,0.3565,16.78,6.059,1.602,68.01,0.06687,0.03419,0.1295,0.03301,-0.7777,-0.2646,-0.5554,0.2195,-0.3954
1090982,-6.407,6.339,0.05299,-0.223,-20.65,-7.519,-0.7596,13.05,-0.3001,-0.07092,0.021864132,0.000104009,-0.028015713,0.068201646,0.086215615,0.044589028,0.064736937
1083876,-14.18,1.299,0.02239,0.05082,26.8,8.106,0.02242,-5.921,0.1611,0.09745,0.07029,0.08593,1.169,-0.09143,-0.2446,-0.4153,-0.2712
1091418,20.24,-8.648,0.06891,0.4706,24.25,18.9,1.217,20.42,0.1831,0.09552,0.515,-0.04523,-0.2763,0.02953,-0.3582,-0.3114,-0.717
1090456,-5.744,-6.961,0.03805,-0.1077,22.44,1.586,0.4198,-10.28,-0.2493,-0.1166,0.021864132,0.000104009,-0.4859,-0.145,-0.3635,0.02352,-0.4571
1087820,-6.277,-0.8736,-0.05888,-0.1053,-15.02,-6.675,-0.004102,58.23,-0.06346,-0.03887,0.021864132,0.000104009,0.2434,1.015,1.076,-0.001383,0.6733
1088220,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.3347,0.1033,-0.2273,-0.1328,0.7528,0.08009,0.3918,-0.1739,0.5079
1086262,-17.66,6.346,-0.05511,-0.2887,-19.73,-12.59,-1.137,-21.37,-0.1465,-0.08977,0.021864132,0.000104009,-0.4091,0.3243,0.5624,0.2614,0.8732
1093258,-5.721,4.709,-0.01905,-0.03763,-9.137,-16.63,-1.55,-18.52,0.3205,0.03625,-0.2005,0.02133,-0.1702,0.3377,0.3441,0.2042,0.2634
1080360,25.77,5.218,0.06278,0.2713,-2.851,0.711,0.6413,-11.94,0.1992,0.1057,0.0008364,-0.09644,0.02773,0.3409,0.3145,0.163,0.1342
1086528,-21.02,3.29,-0.007508,-0.01586,18.29,7.73,1.094,13.89,-0.2155,-0.0497,0.3862,0.1744,-0.6019,0.4597,0.3616,-0.1671,-0.8705
1089816,5.162,-3.47,0.0323,0.2146,29.82,10.6,0.9013,67.11,0.558,0.1798,-0.7113,-0.2955,1.031,0.2686,0.2239,-0.158,0.5929
1088452,12.17,-2.33,-0.01304,-0.07386,27.41,18.93,0.6767,25.21,0.4311,0.1526,-0.1281,-0.08307,0.03276,-0.2,0.06523,0.2056,0.2433
1087846,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.03443,0.02442,-0.09349,-0.02293,0.07306,1.26,1.271,0.06928,0.7537
1091054,-7.313,-0.223,0.001351,0.1534,13.62,-1.042,1.555,66.19,-0.1374,0.03095,0.3883,0.264,-1.005,-0.03401,-0.2504,0.08385,0.5825
1082428,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.5673,0.186,0.1025,0.001038,-0.3827,0.004334,-0.04448,-0.1894,-0.05463
1083282,12.11,2.122,-0.1224,0.4066,-22.33,-19.55,-1.005,-59.35,0.2759,0.1056,-0.2194,-0.09905,0.8193,0.5356,-0.1669,-0.1168,-0.1369
1088052,-3.379,3.082,0.05558,0.08075,-5.399,-6.507,-0.08646,4.253,0.1162,0.04618,-0.4149,-0.2291,2.177,0.03828,-0.01494,-0.433,1.094
1081696,20.14,-1.898,0.03401,0.5983,-0.7973,8.088,0.1984,20.2,-0.1397,-0.03391,0.8192,0.2,0.5393,-0.2826,0.03934,-0.4675,-0.5545
1080916,-33.98,1.575,0.0238,-0.9663,27.33,-3.082,-0.857,-92.72,0.1194,0.06836,-0.1715,0.01953,0.697,0.3594,-0.3116,-0.2369,-0.9819
1093234,-5.563,3.847,0.027,-0.02208,23.46,-1.411,0.06479,12.56,0.124,0.003556,0.021864132,0.000104009,-0.4154,0.275,0.4923,0.2792,-0.04085
1093764,20.45,-4.956,-0.09602,0.2742,5.893,5.276,0.659,82.56,0.09654,0.1098,0.01855,0.02283,1.078,-0.01259,0.2466,-0.2666,0.3243
1088056,-23.78,1.746,0.03244,-0.4398,-2.006,-1.35,-0.2318,-23.25,0.2544,0.09594,0.021864132,0.000104009,1.935,-0.1992,-0.09783,-0.4628,1.092
1093528,-0.798,6.547,-0.01026,0.2596,-10.27,-6.761,0.05923,36.52,-0.2905,-0.1336,-0.05845,0.0223,-0.3126,-0.4736,0.4159,0.1491,1.236
1093510,-4.345,5.779,-0.02968,-0.1403,-25.86,-15.66,-0.6368,-53.59,-0.08168,-0.06689,-0.1083,-0.08778,-0.5949,-0.105,0.5671,0.01984,0.7671
1088836,1.613,-2.496,-0.1189,0.374,-9.567,-6.506,0.1645,10.19,0.4163,0.1712,0.3047,0.1837,-0.6852,1.441,1.13,0.1867,0.6535
1086962,14.09,-0.6262,-0.06262,0.48,-21.58,-3.33,0.6427,31.11,0.06838,0.02404,-0.3264,-0.1512,0.1751,0.7958,-0.156,-0.1274,-0.4429
1089992,3.29,-3.096,-0.01449,0.02475,14.26,9.053,0.3346,-9.021,0.4853,0.1294,-0.563,-0.2474,0.7881,0.4969,0.147,-0.2124,0.835
1088620,-1.768,3.711,-0.07489,0.1703,-42.91,-16.5,-1.227,-23.87,-0.02673,-0.01916,-0.01526,0.08197,-0.2535,0.9266,0.8471,0.1722,1.265
1085164,-13.19,-5.997,0.05319,0.0765,11.11,16.25,2.005,85.81,0.1207,0.07437,-0.1974,-0.067,-1.672,0.3409,-0.3255,0.6015,-0.4893
1085440,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.102,-0.05282,0.021864132,0.000104009,-0.1981,1.027,0.7296,0.136,0.2651
1095076,11.96,-3.47,-0.02898,0.189,-13.89,3.088,0.09741,12.35,0.1638,0.02665,-0.524,-0.2804,-0.03769,-0.1081,-0.2863,0.1154,-0.1385
1084212,-11.2,0.6354,0.04488,-0.2046,-44.06,-17.62,-0.7792,19.73,-0.1111,-0.05074,-0.4777,-0.2185,-0.4498,-0.0366,0.1146,0.1293,0.1732
1080024,32.89,-5.089,-0.1654,0.4475,-38.51,-18.46,-0.4416,-18.48,0.3932,0.1325,-0.2422,-0.08488,-0.1381,0.196,0.1907,0.2343,-0.01708
1081828,12.32,1.046,-0.05047,0.2396,15.97,-6.02,-0.7059,-36.5,-0.2797,-0.08892,-0.1548,-0.03508,-1.483,0.8617,0.1689,0.3865,0.9982
1082260,-8.816,-6.014,-0.05909,-0.483,16.27,3.154,-0.01913,40.38,0.159,0.1304,0.3458,0.02897,0.6951,0.01334,0.2655,-0.03257,0.9749
1080964,-19.33,-0.1497,-0.01457,-0.4456,30.41,-9.512,-0.6861,-9.971,-0.08933,-0.0342,0.021864132,0.000104009,0.7364,0.3594,-0.2986,-0.204,-0.4504
1093340,-8.761,0.7688,-0.04766,-0.08564,2.587,1.427,-0.4893,-24.05,0.2804,0.0755,-0.2483,-0.0792,-0.4996,0.2842,0.3579,0.2665,0.2673
1085470,7.335,-2.038,-0.1537,0.4591,-29.24,-11.18,0.05949,53.47,0.3616,0.07738,0.1344,0.05783,0.00611,0.6848,0.2652,-0.02636,0.03627
1080178,27.23,-0.802,-0.139,0.696,-14.33,-0.1925,-0.239,27.02,0.3855,0.1338,-0.2524,-0.08962,0.5927,0.4632,0.2295,0.1548,0.3896
1089634,-4.418,1.669,0.2126,-0.3771,28.48,20.38,1.898,84.9,-0.198,-0.01771,0.2013,0.01041,-1.187,0.008841,-0.3642,0.325,-0.238
1092438,-20.72,2.797,-0.07519,-0.2467,-34.24,-0.8455,-1.674,-52.02,-0.1524,-0.06104,-0.002535,0.03531,-2.105,-0.1232,-0.3118,0.6515,0.9909
1092326,-16.37,-4.379,0.01367,0.0798,32.69,4.331,0.3833,-48.53,0.1461,0.06748,0.006603,-0.07698,-0.1614,0.279,0.06609,-0.2037,-1.124
1093818,5.78,0.6747,0.0698,0.3961,1.793,0.1273,1.055,75.29,-0.3678,-0.1605,0.7963,0.2304,0.06491,0.5104,0.3567,-0.1123,-0.4136
1088422,5.317,-7.391,-0.06666,0.09959,-41,-15.3,-1.004,-99.56,0.2348,0.1104,-0.3598,-0.1309,0.3804,-0.48,-0.2132,0.3421,-0.02855
1090746,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.3322,0.07562,0.021864132,0.000104009,-0.2914,-0.2349,-0.3849,-0.01609,-0.3604
1091212,-7.473,-3.04,0.06416,-0.1577,8.375,0.4319,0.4328,16.65,-0.002339,0.05853,0.09252,-0.03724,-0.0377,-0.6986,-0.6777,0.1646,0.09933
1088142,1.103,1.463,0.01979,0.1232,-24.29,-15.86,-1.299,-22.32,0.4684,0.1332,-0.3266,-0.1204,2.388,-0.4081,0.1708,-0.516,0.7794
1088234,-22.43,-7.41,-0.03777,-0.06524,31.02,17.65,-0.02543,41.74,0.003253,0.05343,-0.2421,-0.1376,0.801,-0.09022,0.4785,-0.1986,0.7133
1088260,-22.4,-6.017,-0.03877,-0.1212,38.25,15.44,-0.2851,-24.18,0.1206,0.1022,0.02854,-0.09036,0.5231,0.213,0.2732,-0.05016,0.8731
1093844,28.47,0.6711,-0.06018,0.5546,-22.2,-6.62,-0.02084,26.4,-0.4841,-0.1539,0.9024,0.2706,0.1441,0.5864,0.614,0.004118,-0.001363
1091660,3.815,2.731,-0.01902,-0.08294,-24.52,-16.89,0.08882,16.44,0.1245,0.03361,-0.4977,-0.2181,0.391,0.8782,0.8469,0.01665,0.5719
1093228,3.631,4.706,-0.02249,0.2801,-33.89,-10.11,-0.1895,-2.508,0.3372,0.1105,0.05765,0.1098,-0.4005,0.06298,0.5707,0.2495,0.09448
1087644,20.66,-1.228,-0.07228,0.3135,-3.684,19.62,1.128,54.14,0.2428,0.1664,-0.1628,-0.007174,-0.5215,-0.813,0.05703,0.3968,-0.01997
1087848,-17.8,2.962,-0.1055,-0.02347,-17.62,-7.755,-0.7597,-7.912,-0.04029,0.002905,-0.1549,-0.09894,0.1689,1.152,1.293,0.07992,0.9769
1080148,48.86,2.543,-0.1736,0.7385,-37.37,-11.42,0.5045,23.6,0.3717,0.09319,-0.2396,-0.0853,-0.3764,0.3071,0.03592,0.2803,0.1133
1082596,10.69,6.232,0.1775,0.5136,-30.98,3.93,1.017,62.21,0.2523,0.08758,0.021864132,0.000104009,-0.08153,0.03186,-0.05488,-0.2019,-0.05463
1089210,-7.762,1.053,-0.101,-0.05484,-18.69,-8.641,0.2796,44.38,0.1825,0.04683,-0.1162,0.06997,1.339,0.006829,0.4386,-0.396,0.01998
1089934,6.329,2.387,0.03057,0.08159,-3.076,1.593,0.3613,31.78,0.3305,0.1415,-0.7139,-0.2952,1.223,0.4383,-0.3933,-0.1868,0.7723
1085242,-5.327,0.833,0.1722,-0.1439,49.99,17.1,1.703,73.87,-0.05814,0.01881,-0.5057,-0.2794,-0.4275,-0.3061,-0.5403,0.2882,-0.05282
1081980,-9.849,0.4058,-0.04061,0.08035,11.14,-7.702,-0.6128,-46.21,-0.1217,-0.01784,-0.2189,-0.03803,-1.147,0.9694,0.3554,0.4211,0.1693
1087352,24.05,-0.2461,-0.1595,0.383,-2.138,5.521,1.095,67.97,0.5343,0.1897,-0.3001,-0.1033,-0.409,-0.1129,0.1721,0.2194,-0.04442
1087618,8.63,-4.817,-0.1241,0.2163,-5.303,12.87,0.2755,69.68,0.266,0.1536,-0.08355,0.04666,-0.8266,-0.8736,-0.08768,0.5231,-0.08271
1089702,-7.996,-2.9,0.1882,-0.2203,42.67,22.99,2.4,55.61,-0.0003749,0.01593,0.09451,-0.03722,-0.4239,0.08789,-0.08393,0.04582,-0.1578
1083298,7.806,-3.39,-0.01647,0.06741,27.44,15.33,-0.3646,0.2644,0.2918,0.09302,0.1435,0.09487,-0.5659,0.1845,0.2075,0.07964,0.1605
1093810,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,-0.4842,-0.199,1.162,0.3646,0.1668,0.4814,0.3405,-0.04881,-0.1291
1091038,-21.69,1.037,0.02717,-0.08979,7.701,3.788,0.4082,19.31,0.000255,0.01791,0.3366,0.1766,-1.393,0.01998,0.08016,0.2375,0.196
1092498,-5.901,4.996,-0.02549,0.2046,-9.616,-9.536,-0.2603,4.207,-0.2638,-0.08728,0.1893,0.19,-1.707,-0.3513,-0.07003,0.4539,1.012
1085476,28.04,-1.991,-0.1966,0.7476,-8.983,3.136,1.4,101.7,0.2365,0.07287,0.4888,0.2114,-0.1293,1.021,0.856,0.1013,-0.1312
1080314,9.917,3.114,-0.001275,0.04167,-18.15,-3.632,-0.2236,-32.22,0.4117,0.1681,0.4302,0.0918,-0.2309,-0.1847,-0.3489,0.2486,0.1834
1087786,1.248,-3.413,-0.05365,0.137,11.53,13.98,0.8291,94.06,0.3488,0.1928,0.04532,-0.0607,-0.2713,-0.8103,-0.3357,0.3291,0.2501
1092894,-12.66,0.4024,0.02643,0.1036,4.877,-2.727,0.2664,-4.494,0.08163,0.0326,0.06297,0.03819,1.169,-0.3692,-0.07285,0.03302,-0.07026
1081916,-0.8212,-0.3527,0.06131,-0.009042,40.99,8.815,0.6013,48.72,-0.2903,-0.109,0.1489,0.07583,-1.378,0.9536,0.2341,0.2754,0.3196
1084422,20.97,-0.02398,-0.04863,0.7181,-46.27,-9.462,-0.6722,-53.16,-0.05839,-0.003564,0.021864132,0.000104009,-0.314,-0.2414,-0.5421,0.1549,-0.002568
1080276,6.737,3.844,0.0643,-0.2723,14.85,14.54,0.6874,31.27,0.2388,0.1302,-0.001348,-0.09623,-0.02118,0.01304,0.03309,0.07698,-0.0884
1080730,2.055,4.3,-0.04151,0.06027,-18.8,-4.794,-1.083,-65.3,-0.5433,-0.2065,0.5008,0.3939,0.3157,-0.7786,0.1705,-0.05939,-0.06984
1087286,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.4806,0.2158,-0.06381,0.08559,0.1672,0.1984,0.3655,0.1769,0.2844
1081408,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.249,0.1018,-0.2924,-0.1448,0.05594,-0.6073,-0.2865,0.3236,-0.5078
1087006,6.158,-3.316,0.00437,0.004895,34.07,23.49,0.8833,15.48,0.04302,0.07642,0.4022,0.1382,0.2353,0.1759,0.01329,-0.225,0.1656
1081436,8.377,0.0205,-0.04156,0.3456,-1.262,4.61,0.9077,66.61,0.2271,0.131,0.1387,0.04356,-0.2586,-0.5849,-0.4318,0.08917,-0.6629
1092014,15.94,-11.22,-0.1047,0.7406,-10.8,5.069,0.9802,29.68,0.2454,0.06095,-0.2231,-0.1067,-0.4537,-0.7958,-0.4469,0.3647,-0.1509
1084042,13.3,4.613,0.06768,0.1773,8.105,3.35,0.1233,-36.4,-0.1159,-0.003635,0.6758,0.3088,0.5557,-0.1818,0.1835,-0.2531,0.4189
1088412,17.58,-5.727,-0.0001887,0.3161,27.66,10.48,1.466,51.27,0.3524,0.1526,-0.3466,-0.08335,-0.4434,-0.3289,-0.06613,0.378,-0.1134
1082342,-11.54,-3.386,-0.0425,-0.1636,-10.04,-6.697,-0.6677,-4.441,0.149,0.07982,-0.1065,-0.05361,0.7968,0.1131,0.4669,-0.05876,1.093
1088846,-12.2,-0.7556,-0.1063,0.002136,24.06,6.621,0.7257,56.94,0.2909,0.1104,-0.08982,0.1186,-0.1514,1.559,1.269,0.003957,0.8838
1087430,11.89,5.315,-0.09203,0.2305,-47.21,-15.56,0.1938,38.81,-0.3446,-0.1687,0.03061,-0.04044,1.604,0.8945,0.7783,-0.1797,-0.6216
1080214,31.15,0.8031,0.08156,0.2084,9.559,9.162,1.043,43.76,0.3211,0.1456,0.4122,0.1175,-0.3074,0.3773,0.1737,0.3712,0.1187
1081894,-1.094,-0.7758,-0.03686,0.2491,-15.25,-18.16,-1.835,-50.63,-0.1812,-0.0453,-0.08222,0.01398,-1.198,0.8617,0.3118,0.2915,0.1836
1094448,-9.807,0.6324,0.129,-0.2516,28.31,14.32,0.04787,-1.421,0.2582,0.07415,-0.1845,-0.1001,-0.0416,0.04044,-0.1699,-0.2512,0.1439
1083012,2.886,-4.169,0.1037,0.1293,9.45,0.7472,-0.02569,5.176,-0.3347,-0.1762,0.2229,0.007407,0.5866,-0.1494,-0.208,0.1237,-1.024
1092820,-4.333,-3.317,0.03649,-0.0204,13.8,-13.28,-0.6067,-22.34,0.1222,0.02249,0.021864132,0.000104009,1.041,-0.3689,-0.6504,0.08372,-0.01732
1094116,-6.535,-4.871,-0.1279,0.002334,-21.72,-4.946,-0.6777,3.398,0.295,0.08004,-0.3948,-0.1446,-0.3715,-0.1245,0.2354,0.1689,0.05763
1085340,16.85,-7.342,0.08267,0.3954,9.449,12.26,0.9191,64.22,-0.0951,-0.0406,-0.5153,-0.2772,-0.1614,-0.9847,-0.8425,0.2234,0.2307
1085204,7.168,-3.04,0.08781,-0.1186,27.02,15.7,1.238,41.23,0.005117,-0.02571,-0.5105,-0.2792,0.1492,-0.4858,-0.6228,0.1422,0.06262
1084644,12.5,6.974,-0.04284,0.379,-39.67,-9.724,-0.4443,12.68,0.1661,0.08911,0.2037,0.0777,0.07821,0.7701,0.5099,-0.09045,0.2757
1085054,3.483916852,-0.320009865,-0.00460535,0.092340549,2.409441672,2.53120878,0.307473028,20.74006738,0.07825,0.04264,0.021864132,0.000104009,-1.445,0.2577,-0.2998,0.4354,0.1481
1086514,-1.54,0.8965,-0.01733,-0.08046,-26.56,-14.11,-0.9555,-37.6,-0.4056,-0.1545,-0.00485,-0.04699,-0.5543,0.4722,0.3505,-0.02725,-0.5341
1093974,12.14,-0.6837,0.05289,0.5716,0.7016,1.301,1.215,78.54,-0.1468,-0.06715,0.7848,0.3381,-0.03519,0.8249,0.3746,-0.06273,-0.3658
1086152,9.814,-11.91,-0.117,0.658,31.64,17.66,0.8548,36.02,0.3149,0.1215,0.6739,0.1847,-0.6753,0.2013,0.03283,-0.1706,-0.6007
1090818,-10.27,5.397,0.04944,-0.1932,-12.96,-7.786,-0.1474,-7.302,-0.1966,-0.03626,0.021864132,0.000104009,0.06647,-0.4008,0.08171,-0.07553,0.2878
1082474,9.337,2.488,0.1737,0.2939,31.26,12.92,1.582,51.94,0.3242,0.1719,0.1098,0.006002,-0.2635,-0.1183,-0.06062,-0.2377,0.1198
1080874,-30.63,2.575,-0.008764,-0.4831,-33.52,-31.33,-2.135,-126.5,0.06122,0.08323,-0.3494,-0.08646,0.664,0.1486,-0.427,-0.1541,-0.3814
1083858,0.3458,1.796,0.09136,-0.22,41.98,10.71,0.5099,-1.797,0.5804,0.1584,-0.0981,-0.04713,1.439,-0.143,-0.1144,-0.4827,-0.5584
1083838,-16.2,3.426,0.02592,-0.2475,0.3922,4.161,-0.365,-25,0.5924,0.1398,0.1483,0.07885,0.938,0.06365,0.3692,-0.2894,0.05957
1085274,-8.452,-3.47,0.1787,-0.149,28.56,19.43,2.314,66.89,-0.08568,-0.03117,-0.5001,-0.2787,0.6005,-0.4026,-0.3132,0.07048,-0.1847
1085436,35.37,1.222,-0.2051,0.6275,-62.41,-23,-0.8504,38.08,-0.08814,-0.04223,0.03291,-0.009382,-0.2513,1.232,0.9498,0.1129,0.6094
1086518,-4.636,-0.7313,0.04316,0.07182,12.64,11.27,0.2973,-32.09,-0.4049,-0.1742,0.021864132,0.000104009,-1.074,0.341,0.2617,0.1165,-0.2645
